CNTR_ID,Name,Country code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
RW,Rwanda,646,2186.19,2250.68,2313.31,2378.44,2448.81,2525.52,2607.95,2693.82,2779.55,2860.69,2933.42,2996.09,3050.6,3102.97,3161.72,3232.94,3319.08,3418.31,3527.26,3640.59,3754.55,3868.35,3983.71,4102.34,4226.84,4359.17,4499.72,4648.07,4804.38,4968.63,5140.79,5313.91,5486.43,5669.25,5877.56,6117.97,6410.59,6742.39,7048.08,7239.1,7259.74,7071.39,6712.92,6300.36,5995.99,5912.76,6097.69,6506.12,7047.2,7585.14,8021.88,8329.11,8539.03,8686.47,8828.96,9008.23,9231.04,9481.08,9750.31,10024.59,10293.67,10556.43,10817.35,11078.1,11341.54,11609.67
SA,Saudi Arabia,682,3121.34,3198.55,3283.3,3372.62,3464.55,3558.16,3653.56,3751.88,3855.09,3965.81,4086.54,4218.88,4362.86,4516.66,4677.41,4843.64,5015.67,5196.35,5389.85,5601.65,5836.39,6096.11,6382.11,6697.49,7045.48,7428.71,7845.3,8295.38,8785.33,9323.29,9912.92,10556.94,11247.09,11962.24,12674.09,13361.28,14016.57,14642.35,15239.17,15810.98,16361.45,16890.56,17398.52,17890.53,18373.41,18853.67,19331.31,19809.63,20302.19,20825.96,21392.27,22007.94,22668.1,23357.89,24055.57,24745.23,25419.99,26083.52,26742.84,27409.49,28090.65,28788.44,29496.05,30201.05,30886.55,31540.37
SB,Solomon Islands,90,89.79,91.81,94.08,96.56,99.22,102.03,104.96,108.02,111.18,114.46,117.87,121.4,125.07,128.86,132.79,136.85,141.03,145.35,149.93,154.88,160.29,166.21,172.6,179.35,186.34,193.45,200.64,207.94,215.35,222.91,230.61,238.49,246.5,254.6,262.72,270.81,278.85,286.87,294.96,303.26,311.85,320.76,329.98,339.49,349.25,359.24,369.44,379.86,390.49,401.32,412.34,423.54,434.89,446.35,457.84,469.31,480.72,492.08,503.41,514.77,526.18,537.65,549.16,560.69,572.17,583.59
SC,Seychelles,690,36.32,36.88,37.44,37.97,38.45,38.9,39.33,39.77,40.25,40.83,41.54,42.4,43.41,44.52,45.65,46.77,47.85,48.91,49.99,51.12,52.36,53.71,55.13,56.61,58.1,59.59,61.06,62.5,63.88,65.15,66.29,67.3,68.18,68.91,69.46,69.84,70.01,70.01,69.99,70.15,70.63,71.5,72.71,74.11,75.49,76.7,77.68,78.47,79.21,80.07,81.15,82.52,84.1,85.77,87.36,88.75,89.9,90.84,91.63,92.36,93.08,93.81,94.52,95.22,95.87,96.47
,South Sudan,728,2582.93,2601.31,2624.56,2652.42,2684.6,2720.85,2760.93,2804.6,2851.64,2901.85,2955.04,3011.11,3069.99,3131.69,3196.26,3263.77,3334.25,3407.75,3484.34,3564.08,3647.1,3733.55,3823.61,3917.45,4015.27,4117.3,4222.06,4329.47,4442.67,4565.91,4701.36,4849.71,5007.15,5165.62,5314.36,5444.91,5559.8,5660.15,5735.17,5771.31,5762.19,5699,5593.35,5484.37,5425.1,5452.77,5584.22,5806.95,6092.69,6398.42,6693,6967.82,7233.24,7499.7,7784.49,8099.91,8445.66,8815.5,9208.6,9623.18,10056.48,10510.12,10980.62,11453.81,11911.18,12339.81
SE,Sweden,752,7009.91,7072.08,7125.54,7173.12,7217.18,7259.58,7301.71,7344.47,7388.32,7433.37,7479.6,7527.08,7576.19,7627.72,7682.6,7741.17,7804.2,7870.64,7936.73,7997.38,8049.05,8090.04,8121.56,8146.47,8169.14,8192.69,8218.63,8245.98,8272.5,8294.83,8310.92,8319.81,8323.47,8326.2,8333.9,8350.81,8377.86,8413.66,8457.11,8506.24,8559.11,8616.54,8677.79,8737.5,8788.7,8826.72,8849.42,8859.11,8861.2,8863.6,8872.28,8888.68,8911.9,8942.93,8982.28,9030.16,9087.25,9153.32,9226.33,9303.43,9382.3,9462.35,9543.46,9624.25,9703.25,9779.43
SG,Singapore,702,1022.1,1067.96,1120.28,1178.07,1240.28,1305.73,1373.12,1441.05,1508.06,1572.69,1633.72,1690.35,1742.47,1790.68,1836.09,1879.57,1921.1,1960.55,1998.64,2036.27,2074.07,2112.87,2152.6,2191.92,2228.9,2262.39,2291.62,2317.8,2344.22,2375.42,2414.52,2463.25,2520.49,2583.24,2646.98,2708.63,2766.76,2822.83,2880.19,2943.63,3016.4,3100.09,3193.04,3291.28,3389.12,3482.64,3570.08,3653.15,3735.53,3822.62,3918.18,4023.24,4136.1,4254.55,4375.23,4495.53,4614.64,4732.79,4849.64,4965.11,5078.96,5190.67,5299.52,5405.01,5506.59,5603.74
SI,Slovenia,705,1473.09,1481.64,1491.67,1502.84,1514.79,1527.21,1539.79,1552.26,1564.36,1575.87,1586.63,1596.55,1605.65,1614.02,1621.88,1629.43,1636.66,1643.7,1651.09,1659.55,1669.58,1681.43,1694.98,1709.97,1725.97,1742.63,1759.73,1777.32,1795.65,1815.1,1835.84,1857.85,1880.7,1903.55,1925.32,1945.14,1962.89,1978.54,1991.45,2000.91,2006.52,2007.92,2005.54,2000.78,1995.62,1991.49,1989.04,1988.08,1988.17,1988.53,1988.65,1988.29,1987.86,1988.3,1990.92,1996.52,2005.57,2017.45,2030.6,2042.8,2052.48,2059.02,2062.88,2064.82,2066.07,2067.53
SK,Slovakia,703,3436.57,3509.96,3585.96,3662.71,3738.67,3812.7,3883.98,3952.08,4016.89,4078.53,4137.22,4193.04,4245.73,4294.67,4339.08,4378.61,4412.91,4442.8,4470.63,4499.55,4531.87,4568.27,4608.27,4651.49,4697.15,4744.48,4793.63,4844.39,4895.13,4943.73,4988.65,5029.21,5065.66,5098.61,5129.11,5157.96,5185.16,5210.45,5234.12,5256.48,5277.71,5298.08,5317.48,5335.29,5350.64,5362.95,5372.12,5378.49,5382.52,5384.86,5386.07,5386.22,5385.48,5384.53,5384.24,5385.19,5387.73,5391.73,5396.71,5401.95,5406.9,5411.38,5415.5,5419.29,5422.86,5426.26
SL,Sierra Leone,694,1944,1962.82,1983.32,2005.16,2028.07,2051.85,2076.36,2101.57,2127.48,2154.16,2181.7,2210.17,2239.58,2269.89,2301.02,2333,2365.8,2399.67,2435.2,2473.17,2514.15,2558.4,2605.84,2656.38,2709.8,2765.91,2824.83,2886.61,2951,3017.67,3086.41,3155.37,3224.35,3296.53,3376.37,3466.04,3569.1,3681.95,3791.08,3878.21,3931.21,3945.9,3929.18,3893.89,3858.56,3837.81,3833.05,3843.47,3878.48,3948.8,4060.71,4220.2,4422.15,4647.7,4870.47,5071.27,5243.21,5391.11,5521.84,5647.19,5775.9,5908.91,6043.16,6178.86,6315.63,6453.18
SN,Senegal,686,2476.64,2529.7,2586.82,2647.96,2713.04,2781.96,2854.55,2930.63,3009.97,3092.34,3177.56,3265.56,3356.42,3450.42,3547.94,3649.31,3754.27,3862.78,3975.61,4093.76,4217.75,4348.5,4485.34,4625.38,4764.62,4900.49,5031.85,5160.31,5289.45,5424.3,5568.65,5723.54,5888.26,6062.68,6246.14,6438.02,6638.19,6846.56,7062.54,7285.38,7514.2,7749.56,7990.74,8234.15,8475.14,8710.75,8939.44,9163.18,9386.92,9617.64,9860.58,10118.08,10389.46,10673.32,10967.02,11268.99,11578.43,11897.23,12229.7,12581.62,12956.79,13357,13780.11,14221.04,14672.56,15129.27
SO,Somalia,706,2264.08,2307.58,2351.81,2397.07,2443.58,2491.53,2541.07,2592.28,2645.22,2699.91,2756.38,2814.68,2874.94,2937.36,3002.17,3069.56,3144.24,3227.25,3311.11,3385.41,3445.42,3477.57,3490.3,3526.53,3644.57,3880.96,4259.64,4754.15,5289.05,5758.96,6089.71,6251.73,6271.54,6199.67,6113.25,6068.43,6082.72,6138.91,6217.33,6285.46,6321.62,6319.53,6294.02,6269.24,6278.91,6346.44,6480.89,6672.78,6904.23,7148.41,7385.42,7610.05,7827.2,8039.1,8251.05,8466.94,8686.94,8909.02,9132.59,9356.83,9581.71,9806.67,10033.63,10268.16,10517.57,10787.1
SR,Suriname,740,215,222.68,229.65,236.35,243.09,250.09,257.49,265.27,273.38,281.67,289.97,298.19,306.33,314.53,323,331.8,341.14,350.76,359.74,366.85,371.27,372.62,371.32,368.34,365.1,362.65,361.37,361.05,361.46,362.14,362.78,363.31,363.99,365.24,367.61,371.47,376.97,383.92,391.85,400.13,408.28,416.07,423.57,430.9,438.28,445.83,453.65,461.57,469.11,475.64,480.75,484.21,486.27,487.64,489.31,492,495.95,500.95,506.66,512.52,518.14,523.44,528.54,533.45,538.25,542.98
SV,El Salvador,222,2199.9,2236.58,2278.31,2324.56,2374.97,2429.33,2487.58,2549.82,2616.28,2687.23,2762.9,2843.25,2927.86,3015.89,3106.19,3197.87,3290.4,3383.67,3477.7,3572.67,3668.59,3765.25,3862.13,3958.62,4053.96,4147.53,4239.21,4328.82,4415.63,4498.76,4577.68,4652.06,4722.27,4789.47,4855.28,4920.93,4986.53,5051.89,5117.58,5184.22,5252.08,5321.58,5392.14,5461.83,5528.01,5588.74,5643.36,5692.3,5736.08,5775.66,5811.84,5844.74,5874.3,5900.93,5925.09,5947.21,5967.56,5986.41,6004.2,6021.37,6038.31,6055.21,6072.23,6089.64,6107.71,6126.58
SY,Syrian Arab Republic,760,3413.33,3500.65,3595.23,3697.04,3805.99,3921.86,4044.39,4173.19,4307.81,4447.8,4592.78,4742.6,4897.43,5057.83,5224.58,5398.33,5579.28,5767.48,5963.25,6166.93,6378.8,6599.37,6828.77,7066.47,7311.69,7564,7822.61,8088.15,8363.35,8651.9,8956.16,9277.26,9613.52,9960.83,10313.49,10667.25,11020.72,11374.77,11730.22,12088.71,12451.54,12817.58,13186.19,13559.64,13941.03,14331.96,14736.21,15151.96,15568.8,15972.43,16354.05,16694.41,16997.52,17304.34,17671.91,18132.84,18728.2,19425.6,20097.06,20566.87,20720.6,20501.17,19978.76,19322.59,18772.48,18502.41
SZ,Swaziland,748,273,278.95,285.34,292.19,299.5,307.25,315.36,323.74,332.26,340.8,349.23,357.52,365.72,373.99,382.58,391.66,401.3,411.48,422.27,433.71,445.84,458.72,472.34,486.66,501.6,517.1,533.26,550.14,567.56,585.34,603.37,621.31,639.33,658.5,680.25,705.49,734.79,767.42,801.35,833.79,862.73,887.25,907.95,926.22,944.22,963.43,984.51,1006.76,1028.69,1048.15,1063.72,1074.77,1082.2,1087.95,1094.78,1104.64,1118.2,1134.85,1153.75,1173.53,1193.15,1212.46,1231.69,1250.64,1269.11,1286.97
TC,Turks and Caicos Islands,796,5.05,4.98,4.98,5.02,5.09,5.2,5.32,5.44,5.56,5.66,5.72,5.76,5.76,5.74,5.71,5.67,5.63,5.59,5.56,5.57,5.63,5.75,5.92,6.13,6.35,6.55,6.72,6.89,7.06,7.26,7.53,7.86,8.25,8.67,9.1,9.5,9.87,10.22,10.59,11.02,11.55,12.21,12.97,13.79,14.6,15.33,15.97,16.53,17.11,17.87,18.88,20.19,21.74,23.41,25.03,26.45,27.64,28.64,29.48,30.25,30.99,31.73,32.43,33.1,33.74,34.34
TD,Chad,148,2502.31,2544.1,2589.28,2636.79,2685.84,2735.94,2786.84,2838.61,2891.53,2946.04,3002.6,3061.42,3122.36,3184.78,3247.8,3310.92,3373.56,3436.23,3500.78,3569.78,3644.91,3727.38,3816.3,3908.73,4000.51,4088.86,4173.07,4254.77,4336.39,4421.45,4512.8,4610.96,4716.07,4830.06,4955.09,5092.65,5244.16,5409.28,5585.53,5769.27,5958.02,6151.21,6350.17,6556.63,6773.1,7001.63,7242.02,7494.14,7760.16,8042.71,8343.32,8663.6,9002.1,9353.52,9710.5,10067.93,10423.62,10779.5,11139.74,11510.54,11896.38,12298.51,12715.47,13145.79,13587.05,14037.47
TG,Togo,768,1395.46,1425.48,1441.91,1452.09,1461.52,1473.84,1490.73,1512.03,1535.97,1559.68,1580.51,1597.53,1612.76,1631.76,1662.07,1708.63,1774.03,1855.45,1945.78,2034.91,2115.52,2185.66,2247.58,2303.35,2356.62,2410.45,2464.46,2518.57,2576.47,2642.85,2720.84,2812.07,2915.15,3026.38,3140.36,3253,3363.45,3472.46,3579.49,3684.31,3786.94,3886.86,3984.36,4081.4,4180.69,4284.29,4392.94,4506.47,4624.83,4747.67,4874.74,5006.22,5142.42,5283.25,5428.55,5578.22,5732.18,5890.41,6052.94,6219.76,6390.85,6566.18,6745.58,6928.72,7115.16,7304.58
TH,Thailand,764,20710.36,21263.2,21837.99,22436.54,23060.43,23711.04,24389.52,25096.79,25833.55,26600.28,27397.18,28224.21,29081.04,29967.04,30881.33,31822.8,32789.1,33778.5,34790.95,35826.8,36884.91,37964.93,39062,40164.97,41259.54,42334.95,43386.85,44416.01,45423.44,46412.31,47385.33,48336.89,49265.6,50183.11,51105.44,52041.47,53002.78,53979.5,54933.56,55812.79,56582.82,57225.97,57761.57,58237.67,58722.77,59266.09,59878.96,60544.94,61250.97,61973.96,62693.32,63415.17,64136.67,64817.25,65404.52,65863.97,66174.49,66353.57,66453.26,66548.2,66692.02,66902.96,67164.13,67451.42,67725.98,67959.36
TJ,Tajikistan,762,1531.5,1576.45,1624.54,1674.12,1724.2,1774.5,1825.44,1878.1,1934.13,1995.54,2064.04,2140.41,2223.96,2312.19,2401.6,2489.65,2575.34,2659.45,2743.46,2829.64,2919.59,3013.96,3112.04,3212.45,3313.14,3412.82,3511.05,3608.76,3707.62,3809.99,3917.64,4030.1,4146.92,4269.78,4400.74,4540.69,4690.91,4849.25,5008.83,5160.38,5297.29,5417.55,5523.21,5616.8,5702.61,5784.33,5862.22,5936.78,6012.31,6094.13,6186.15,6290.41,6406.52,6532.87,6666.63,6805.66,6949.57,7099.02,7254.07,7414.96,7581.7,7753.93,7930.93,8111.89,8295.84,8481.86
TK,Tokelau,772,1.57,1.52,1.5,1.52,1.56,1.61,1.67,1.72,1.78,1.83,1.87,1.91,1.94,1.95,1.95,1.92,1.88,1.81,1.74,1.67,1.62,1.59,1.57,1.57,1.58,1.57,1.57,1.55,1.54,1.54,1.55,1.58,1.62,1.66,1.69,1.71,1.71,1.7,1.67,1.64,1.61,1.58,1.56,1.54,1.52,1.52,1.53,1.55,1.57,1.57,1.55,1.5,1.43,1.35,1.27,1.21,1.17,1.14,1.13,1.13,1.14,1.15,1.17,1.2,1.22,1.25
TM,Turkmenistan,795,1211,1228.38,1252.66,1282.58,1317.13,1355.5,1397.17,1441.84,1489.42,1539.96,1593.5,1649.91,1708.71,1769.01,1829.7,1890,1949.43,2008.15,2066.89,2126.75,2188.5,2252.39,2318.07,2385.04,2452.53,2520,2587.42,2655.04,2723.01,2791.58,2861,2931.34,3002.79,3075.87,3151.26,3229.5,3310.06,3392.82,3479.09,3570.56,3668,3772.35,3881.97,3991.92,4095.51,4188.01,4267.69,4335.99,4395.29,4449.43,4501.42,4551.76,4600.17,4648.04,4696.88,4747.84,4801.59,4858.24,4917.54,4978.96,5042,5106.67,5172.94,5240.09,5307.19,5373.5
TN,Tunisia,788,3605.31,3696.46,3773.36,3838.5,3894.39,3943.53,3988.48,4031.79,4075.97,4123.44,4176.27,4235.94,4303.13,4377.64,4458.61,4545.34,4638.27,4737.63,4842.17,4950.15,5060.39,5172.69,5287.55,5405.35,5526.77,5652.48,5781.79,5915.01,6054.91,6205.21,6368.17,6545.03,6733.96,6930.39,7127.94,7321.88,7509.75,7692.25,7871.46,8050.94,8232.8,8417.69,8603.23,8784.89,8956.59,9113.97,9256.04,9384.15,9499.39,9603.73,9699.19,9785.67,9864.21,9939.48,10017.44,10102.48,10196.44,10298.72,10408.09,10522.21,10639.19,10758.87,10881.45,11005.71,11130.15,11253.55
TO,Tonga,776,47.22,49.31,51.17,52.78,54.15,55.32,56.37,57.39,58.51,59.87,61.6,63.74,66.26,69,71.76,74.36,76.79,79.05,81.1,82.88,84.37,85.52,86.35,86.99,87.61,88.35,89.26,90.3,91.36,92.3,93.01,93.45,93.68,93.78,93.84,93.95,94.15,94.4,94.68,94.94,95.15,95.3,95.42,95.53,95.68,95.89,96.17,96.53,96.94,97.4,97.9,98.43,99.01,99.61,100.23,100.86,101.51,102.17,102.82,103.42,103.95,104.39,104.77,105.14,105.59,106.17
TR,Turkey,792,21238.5,21806.36,22393.93,22999.02,23619.47,24253.2,24898.17,25552.4,26214.02,26881.38,27553.28,28229.29,28909.99,29597.05,30292.97,31000.17,31718.27,32448.4,33196.29,33969.2,34772.03,35608.08,36475.36,37366.92,38272.7,39185.64,40100.7,41020.21,41953.11,42912.35,43905.79,44936.84,45997.94,47072.6,48138.19,49178.08,50187.09,51168.84,52126.5,53066.57,53994.61,54909.51,55811.13,56707.45,57608.77,58522.32,59451.49,60394.1,61344.87,62295.62,63240.16,64182.69,65125.77,66060.12,66973.56,67860.62,68704.72,69515.49,70344.36,71261.31,72310.42,73517,74849.19,76223.64,77523.79,78665.83
TT,Trinidad and Tobago,780,645.63,658.83,675.74,695.47,717.16,740.04,763.36,786.44,808.66,829.49,848.48,865.36,880.02,892.57,903.27,912.42,919.9,925.92,931.47,937.85,946,956.36,968.74,982.59,997.05,1011.49,1025.66,1039.76,1054.11,1069.2,1085.31,1102.56,1120.61,1138.67,1155.7,1170.94,1184.05,1195.24,1204.89,1213.63,1221.9,1229.91,1237.49,1244.41,1250.32,1255,1258.37,1260.68,1262.54,1264.78,1267.98,1272.38,1277.84,1284.05,1290.54,1296.93,1303.14,1309.26,1315.37,1321.62,1328.1,1334.79,1341.58,1348.24,1354.48,1360.09
TV,Tuvalu,798,5.17,5.22,5.29,5.38,5.47,5.56,5.66,5.76,5.86,5.98,6.1,6.24,6.39,6.54,6.69,6.82,6.94,7.04,7.13,7.21,7.3,7.38,7.46,7.54,7.61,7.69,7.75,7.82,7.88,7.96,8.05,8.16,8.28,8.41,8.54,8.65,8.74,8.82,8.89,8.95,9,9.06,9.1,9.15,9.19,9.23,9.26,9.3,9.33,9.37,9.42,9.47,9.53,9.59,9.65,9.69,9.73,9.76,9.79,9.81,9.83,9.84,9.86,9.88,9.89,9.92
TZ,United Republic of Tanzania,834,7649.77,7847.3,8055.91,8274.75,8503.22,8740.98,8987.97,9244.34,9510.5,9787.02,10074.49,10373.38,10683.89,11005.88,11339.08,11683.51,12038.89,12406.04,12787.49,13186.56,13605.5,14045.76,14506.5,14984.97,15477.16,15980.27,16493.44,17018.01,17556.15,18110.99,18684.89,19279.54,19894.68,20528.47,21178.08,21842.09,22516.81,23204.19,23914.85,24663.28,25458.21,26307.48,27203.87,28122.8,29030.29,29903.33,30733.94,31533.78,32323.95,33135.28,33991.59,34899.06,35855.48,36866.23,37935.33,39065.6,40260.85,41522,42844.74,44222.11,45648.53,47123,48645.71,50213.46,51822.62,53470.42
UA,Ukraine,804,37297.65,37815.82,38360.51,38916.27,39471.68,40019.45,40556.53,41083.98,41606.29,42130.32,42662.15,43203.64,43749.47,44285.9,44794.33,45261.94,45682.31,46060.46,46409.01,46746.67,47086.76,47433.81,47783.01,48127.17,48455.12,48758.99,49036.2,49290.09,49525.6,49750.15,49968.81,50181.71,50385.84,50579.14,50758.51,50920.78,51063.97,51185.55,51280.77,51343.97,51370.01,51360.72,51314.08,51216.99,51052.75,50811.67,50489.57,50096.5,49655.18,49196.9,48746.27,48310.82,47890.65,47493.77,47127.11,46795.31,46502.72,46249.2,46028.48,45830.71,45647.5,45477.69,45319.95,45165.21,45002.5,44823.77
UG,Uganda,800,5158.19,5308.67,5455.54,5601.24,5748.21,5898.83,6055.52,6220.63,6396.45,6585.1,6788.21,7006.63,7240.16,7487.41,7746.18,8014.38,8292.75,8580.63,8872.87,9162.77,9446.02,9720.37,9988.32,10256.34,10533.63,10827.07,11139.77,11470.74,11817.95,12177.68,12547.75,12927.01,13318.15,13727.43,14163.21,14631.09,15133.74,15668.28,16227.78,16802.26,17384.37,17973.43,18571.53,19177.66,19791.27,20412.97,21041.47,21679.5,22336.81,23026.36,23757.64,24534.67,25355.79,26217.76,27114.74,28042.41,29000.93,29991.96,31014.43,32067.13,33149.42,34260.34,35400.62,36573.39,37782.97,39032.38
UK,United Kingdom,826,50616.01,50620.54,50683.6,50792.67,50938.23,51113.71,51315.72,51543.85,51800.12,52088.15,52410.5,52765.86,53146.63,53537.82,53920.06,54278.35,54606.61,54904.68,55171.08,55406.44,55611.4,55785.33,55927.49,56039.17,56122.41,56179.93,56212.94,56224.94,56223.97,56220.09,56221.51,56231.02,56250.12,56283.96,56337.85,56415.2,56519.44,56649.38,56797.7,56953.86,57110.12,57264.6,57419.47,57575.97,57736.67,57903.79,58079.32,58263.86,58456.99,58657.79,58867,59080.22,59301.24,59548.42,59846.23,60210.01,60648.85,61151.82,61689.62,62221.16,62716.68,63164.95,63573.77,63955.65,64331.35,64715.81
URSS,USSR,,181707.12,184295.56,187229.55,190402.09,193725.78,197132.82,200575.85,204027.07,207475.86,210924.62,214376.54,217822.41,221229.21,224535.19,227663.76,230564.49,233206.94,235615.27,237862.61,240054.71,242269.92,244536.98,246839.84,249158.49,251455.77,253707.29,255907.23,258075.43,260242.53,262450.26,264726.55,267061.54,269435.81,271852.49,274314.36,276809.12,279349.47,281893.25,284306.21,286412.79,288087.93,289287.63,290047.74,290425.08,290513.56,290391.86,290081.9,289592.44,288977.68,288299.42,287612.21,286941.14,286312.66,285781.88,285409.66,285239.23,285291.32,285559.38,286021.59,286640.14,287379.81,288235.99,289195.57,290202.28,291185.94,292092.4
US,United States of America,840,157813.04,159880.76,162280.41,164941.72,167800.05,170796.38,173877.32,176995.11,180107.61,183178.35,186176.52,189077.08,191860.71,194513.91,197028.91,199403.53,201629.47,203713.08,205687.61,207599.31,209485.81,211357.91,213219.52,215092.9,217001.87,218963.56,220993.17,223090.87,225239.46,227411.6,229588.21,231765.78,233953.87,236161.96,238404.22,240691.56,243032.02,245425.41,247865.2,250340.8,252847.81,255367.16,257908.21,260527.42,263301.32,266275.53,269483.22,272882.87,276354.1,279730.8,282895.74,285796.2,288470.85,291005.48,293530.89,296139.64,298860.52,301655.95,304473.14,307231.96,309876.17,312390.37,314799.47,317135.92,319448.63,321773.63
UY,Uruguay,858,2238.51,2261.34,2286.26,2313.21,2342.04,2372.57,2404.5,2437.5,2471.15,2505.02,2538.65,2571.69,2603.89,2635.13,2665.39,2694.54,2722.87,2750.09,2774.77,2795.04,2809.8,2818.27,2821.44,2822.08,2824.07,2830.17,2841.44,2857.11,2875.97,2896.02,2915.78,2935.04,2954.28,2973.46,2992.65,3011.91,3031.03,3049.96,3069.09,3088.99,3109.99,3132.05,3154.85,3178.16,3201.6,3224.81,3248.04,3271.01,3292.13,3309.32,3321.24,3327.11,3327.77,3325.64,3324.1,3325.61,3331.04,3339.75,3350.83,3362.76,3374.41,3385.61,3396.75,3407.97,3419.52,3431.56
UZ,Uzbekistan,860,6945.4,7104.06,7265.17,7428.99,7596.33,7768.58,7947.74,8136.36,8337.47,8554.27,8789.49,9044.67,9319.51,9611.6,9917.2,10233.5,10559.05,10894.31,11240.52,11599.76,11972.99,12361.24,12762.44,13170.85,13578.78,13981,14374.73,14762.13,15148.93,15543.52,15951.9,16375.14,16810.94,17257.77,17712.99,18174.14,18640.56,19111.31,19583.19,20052.26,20515.25,20970.31,21416.4,21852.08,22276.14,22687.46,23087.17,23474.76,23845.79,24194.54,24518.22,24814.63,25088.68,25353.55,25627.01,25922.24,26242.95,26586.7,26952.72,27338.11,27739.76,28158.4,28592.45,29033.36,29469.91,29893.49
VC,Saint Vincent and the Grenadines,670,67,68.07,69.27,70.59,72.02,73.53,75.08,76.64,78.17,79.62,80.95,82.14,83.21,84.17,85.08,85.97,86.86,87.74,88.62,89.52,90.46,91.44,92.47,93.52,94.57,95.61,96.64,97.65,98.63,99.59,100.51,101.38,102.2,102.99,103.74,104.48,105.2,105.89,106.53,107.08,107.51,107.81,108,108.1,108.13,108.12,108.08,108,107.92,107.88,107.9,107.99,108.15,108.35,108.56,108.75,108.91,109.05,109.17,109.26,109.32,109.34,109.33,109.33,109.36,109.46
VE,Venezuela (Bolivarian Republic of),862,5481.98,5735.17,5989.56,6244.65,6500.64,6758.37,7019.41,7285.97,7560.82,7846.95,8146.85,8461.68,8790.59,9130.35,9476.26,9824.69,10175.14,10528.05,10882,11235.49,11587.76,11937.8,12286.43,12636.97,12994.03,13360.99,13739.14,14127.79,14525.93,14931.74,15343.92,15761.8,16185.9,16617.34,17057.79,17508.06,17968.53,18437.74,18912.43,19388.26,19861.96,20332.25,20799.47,21263.99,21726.81,22188.67,22649.21,23108,23565.73,24023.36,24481.48,24940.22,25399.14,25857.55,26314.48,26769.12,27221.23,27670.66,28116.72,28558.61,28995.75,29427.63,29854.24,30276.05,30693.83,31108.08
VG,British Virgin Islands,92,7.44,7.51,7.56,7.61,7.65,7.69,7.73,7.79,7.85,7.94,8.04,8.16,8.3,8.46,8.63,8.81,9.01,9.21,9.42,9.62,9.8,9.97,10.13,10.26,10.38,10.48,10.54,10.6,10.66,10.79,11,11.32,11.72,12.19,12.73,13.31,13.93,14.6,15.27,15.9,16.46,16.94,17.34,17.7,18.05,18.43,18.83,19.27,19.73,20.19,20.64,21.09,21.53,22,22.54,23.17,23.91,24.74,25.6,26.45,27.22,27.91,28.51,29.06,29.59,30.12
VI,United States Virgin Islands,850,26.8,27.3,27.97,28.61,29.09,29.36,29.5,29.65,30.05,30.96,32.63,35.18,38.51,42.31,46.12,49.61,52.62,55.28,57.83,60.68,64.07,68.1,72.61,77.31,81.8,85.79,89.17,92.01,94.4,96.5,98.42,100.22,101.83,103.18,104.15,104.67,104.7,104.32,103.76,103.33,103.25,103.61,104.34,105.29,106.24,107.02,107.59,108,108.27,108.43,108.51,108.51,108.42,108.25,108.03,107.77,107.48,107.17,106.86,106.59,106.38,106.24,106.17,106.17,106.21,106.29
VN,Viet Nam,704,24809.9,25364.45,25976.84,26646.17,27370.7,28147.79,28973.87,29844.53,30754.6,31698.44,32670.62,33666.77,34684.16,35722.09,36780.98,37860.01,38959.34,40074.7,41195.83,42309.66,43407.29,44485.91,45549.49,46604.73,47661.77,48729.4,49808.07,50899.5,52015.28,53169.67,54372.52,55627.74,56931.82,58277.39,59653.09,61049.37,62459.56,63881.3,65313.71,66757.4,68209.6,69670.62,71129.54,72558.99,73923.85,75198.98,76375.68,77460.43,78462.89,79399.71,80285.56,81123.69,81917.49,82683.04,83439.81,84203.82,84979.67,85770.72,86589.34,87449.02,88357.78,89321.9,90335.55,91378.75,92423.34,93447.6
VU,Vanuatu,548,47.7,48.92,50.3,51.77,53.33,54.92,56.56,58.25,59.98,61.8,63.7,65.71,67.81,69.96,72.13,74.29,76.41,78.52,80.67,82.94,85.39,88.02,90.82,93.76,96.79,99.88,103.02,106.22,109.43,112.58,115.63,118.58,121.43,124.25,127.09,130.03,133.04,136.13,139.37,142.85,146.63,150.78,155.24,159.81,164.21,168.24,171.8,175,178.07,181.35,185.06,189.29,193.96,198.96,204.14,209.38,214.64,219.96,225.34,230.78,236.3,241.88,247.5,253.17,258.88,264.65
WF,Wallis and Futuna Islands,876,7,7.09,7.24,7.42,7.61,7.8,7.97,8.12,8.26,8.41,8.56,8.73,8.9,9.06,9.17,9.22,9.21,9.13,9.03,8.92,8.84,8.79,8.77,8.81,8.92,9.12,9.41,9.79,10.24,10.73,11.23,11.75,12.28,12.78,13.21,13.53,13.74,13.84,13.87,13.87,13.88,13.91,13.96,14.01,14.07,14.14,14.22,14.31,14.39,14.46,14.5,14.5,14.48,14.42,14.34,14.25,14.13,13.99,13.84,13.7,13.57,13.45,13.35,13.27,13.2,13.15
