"","i","j","cosSim"
"172","Mal80Env","She12Com",0.325434788376606
"11","Pop74Sov","Kam90Jou",0.324337486570401
"152","Mal80Env","And05Reg",0.324159021406728
"1701","Gie10Jou","Bre15Int",0.32190795808038
"44","Pop74Sov","Sch12Reg",0.319255902649248
"1356","And05Reg","Bre15Int",0.317531328386387
"2120","Faz15Jou","Pum15Cyb",0.315424136341533
"1316","Eec04The","Bre15Int",0.314511015406175
"981","Bre00Cyb","Soo07Urb",0.314278781768538
"1511","Soo07Urb","Pum15Cyb",0.313739022924778
"32","Pop74Sov","Nis08Jou",0.313391585264004
"1544","Bos08Reg","Ign15Dis",0.313232661237489
"165","Mal80Env","Pen10Phy",0.31223428015328
"151","Mal80Env","Eec04The",0.312105120182692
"1811","Gab11Jou","Bre15Int",0.311374141387749
"1238","Nau03Jou","Pum15Cyb",0.309344792022581
"21","Pop74Sov","Bla03Jou",0.30812169773869
"1386","Cra05Con","Gan13Eco",0.306622070335933
"988","Bre00Cyb","Gon10Jou",0.305541356029621
"1466","Gan06Eco","Ama14Int",0.304850697510531
"991","Bre00Cyb","Gab11Jou",0.302415680795623
"41","Pop74Sov","Arr12Reg",0.301321702855387
"45","Pop74Sov","She12Com",0.30080897476105
"999","Bre00Cyb","Gan13Eco",0.298306121557617
"705","Kam90Jou","Bre15Int",0.296519841296034
"23","Pop74Sov","Del04Con",0.296381418595623
"1735","Gon10Jou","Pum15Cyb",0.295480546650212
"47","Pop74Sov","Gan13Eco",0.295468420142639
"592","Alp89Jou","Ama14Int",0.295269297678746
"1983","Gan13Eco","Bre15Int",0.294683787473503
"306","Sua80Jou","Bre15Int",0.293860416801753
"39","Pop74Sov","Gab11Jou",0.291930278235998
"164","Mal80Env","Hol10Nat",0.291908963115018
"163","Mal80Env","Gon10Jou",0.291640100582293
"1537","Bos08Reg","Ama14Int",0.289363911725171
"1506","Soo07Urb","Bre15Int",0.287071481883895
"37","Pop74Sov","Hol10Nat",0.286563364215314
"666","Kam90Jou","Bre00Cyb",0.274224581539605
"10","Pop74Sov","Cam90Jou",0.274004026366526
"2102","Bre15Int","Faz15Jou",0.269830587780514
"156","Mal80Env","Soo07Urb",0.268549291518703
"2096","Luc14Eco","Pum15Cyb",0.26843774609658
"40","Pop74Sov","Roz11Ame",0.267030346627929
"1546","Bos08Reg","Pum15Cyb",0.266869292387152
"34","Pop74Sov","XuZ09Urb",0.264008448405526
"35","Pop74Sov","Gie10Jou",0.260820265478651
"149","Mal80Env","Nau03Jou",0.252450196734129
"982","Bre00Cyb","Bos08Reg",0.251205958804473
"180","Mal80Env","Ara14Eco",0.250793225495631
"1976","Gan13Eco","Mor13Tex",0.250289425645093
"22","Pop74Sov","Nau03Jou",0.245598972176841
"557","Alp89Jou","Bre00Cyb",0.243977010349668
"1816","Gab11Jou","Pum15Cyb",0.243070915005822
"601","Alp89Jou","Pum15Cyb",0.242608447624684
"157","Mal80Env","Bos08Reg",0.238191661015807
"236","Ros80Jou","Gan13Eco",0.236524958395633
"25","Pop74Sov","And05Reg",0.236473287186192
"980","Bre00Cyb","Gan06Eco",0.22899453717902
"58","Pop74Sov","Faz15Jou",0.228498900748384
"1475","Gan06Eco","Pum15Cyb",0.227710017021324
"1470","Gan06Eco","Bre15Int",0.226213854326223
"24","Pop74Sov","Eec04The",0.224933852710609
"64","Pop74Sov","Man16Reg",0.219363398842833
"4","Pop74Sov","Sua80Jou",0.214285714285714
"710","Kam90Jou","Pum15Cyb",0.21320071635561
"29","Pop74Sov","Soo07Urb",0.209335160604666
"1730","Gon10Jou","Bre15Int",0.208960036909053
"182","Mal80Env","Luc14Eco",0.201183760673057
"596","Alp89Jou","Bre15Int",0.200845329318348
"1541","Bos08Reg","Bre15Int",0.188794609559247
"852","Kra98Urb","Gan13Eco",0.186697677853059
"136","Mal80Env","Alp89Jou",0.181825695431914
"166","Mal80Env","Gab11Jou",0.18121349537457
"138","Mal80Env","Kam90Jou",0.178960020416357
"155","Mal80Env","Gan06Eco",0.170659895016379
"1988","Gan13Eco","Pum15Cyb",0.169504460310328
"28","Pop74Sov","Gan06Eco",0.164957219768465
"297","Sua80Jou","Gan13Eco",0.161164592805076
"174","Mal80Env","Gan13Eco",0.105599564544566
"36","Pop74Sov","Gon10Jou",0.10158371845055
"9","Pop74Sov","Alp89Jou",0.0878749550327494
"30","Pop74Sov","Bos08Reg",0.0790874595294744
